,wrapperType,artistId,collectionId,artistName,collectionName,collectionCensoredName,artistViewUrl,collectionViewUrl,artworkUrl60,artworkUrl100,collectionPrice,collectionExplicitness,trackCount,copyright,country,currency,releaseDate,primaryGenreName,previewUrl,description,kind,trackId,trackName,trackCensoredName,trackViewUrl,artworkUrl30,trackPrice,trackExplicitness,discCount,discNumber,trackNumber,trackTimeMillis,isStreamable,collectionArtistId,collectionArtistViewUrl,trackRentalPrice,collectionHdPrice,trackHdPrice,trackHdRentalPrice,contentAdvisoryRating,shortDescription,longDescription,hasITunesExtras,collectionArtistName,amgArtistId
133,track,315816847.0,696884325.0,Glee Cast,Glee Sings the Beatles,Glee Sings the Beatles,https://music.apple.com/us/artist/glee-cast/315816847?uo=4,https://music.apple.com/us/album/let-it-be-glee-cast-version/696884325?i=696885748&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/100x100bb.jpg,11.99,notExplicit,14.0,,USA,USD,2013-09-24T07:00:00Z,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/59/7e/a9/597ea9df-3c24-008f-42f1-c5d80613cd70/mzaf_5612244353157681086.plus.aac.p.m4a,,song,696885748.0,Let It Be (Glee Cast Version),Let It Be (Glee Cast Version),https://music.apple.com/us/album/let-it-be-glee-cast-version/696884325?i=696885748&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,14.0,243013.0,True,,,,,,,,,,,,
134,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/come-together/1440833098?i=1440834242&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,,USA,USD,1969-10-06T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/0e/ea/98/0eea989b-90fe-a614-d83a-06c15e18e310/mzaf_12719685061271975855.plus.aac.p.m4a,,song,1440834242.0,Come Together,Come Together,https://music.apple.com/us/album/come-together/1440833098?i=1440834242&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,25.0,258693.0,True,,,,,,,,,,,,
135,track,315816847.0,696884325.0,Glee Cast,Glee Sings the Beatles,Glee Sings the Beatles,https://music.apple.com/us/artist/glee-cast/315816847?uo=4,https://music.apple.com/us/album/yesterday-glee-cast-version/696884325?i=696884936&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/100x100bb.jpg,11.99,notExplicit,14.0,,USA,USD,2013-09-24T07:00:00Z,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/96/7d/d2/967dd276-6262-9944-530c-a5b7ca387d47/mzaf_16790656928448634434.plus.aac.p.m4a,,song,696884936.0,Yesterday (Glee Cast Version),Yesterday (Glee Cast Version),https://music.apple.com/us/album/yesterday-glee-cast-version/696884325?i=696884936&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,1.0,153720.0,True,,,,,,,,,,,,
136,track,315816847.0,696884325.0,Glee Cast,Glee Sings the Beatles,Glee Sings the Beatles,https://music.apple.com/us/artist/glee-cast/315816847?uo=4,https://music.apple.com/us/album/hey-jude-glee-cast-version/696884325?i=696885746&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/100x100bb.jpg,11.99,notExplicit,14.0,,USA,USD,2013-09-24T07:00:00Z,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/f3/63/e3/f363e328-9714-624a-4549-4f39fe86f173/mzaf_17097779422509976075.plus.aac.p.m4a,,song,696885746.0,Hey Jude (Glee Cast Version),Hey Jude (Glee Cast Version),https://music.apple.com/us/album/hey-jude-glee-cast-version/696884325?i=696885746&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,13.0,291320.0,True,,,,,,,,,,,,
137,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/something/1440833098?i=1440834236&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,,USA,USD,1969-10-06T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/e7/9d/af/e79daf75-6e1e-a82c-c67a-acb564be8c7c/mzaf_13742047090412514953.plus.aac.p.m4a,,song,1440834236.0,Something,Something,https://music.apple.com/us/album/something/1440833098?i=1440834236&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,24.0,181413.0,True,,,,,,,,,,,,
138,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/cant-buy-me-love/1440833098?i=1440833543&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,,USA,USD,1964-03-16T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/0c/58/93/0c5893ea-1e82-56a1-4cb5-be54891f0f26/mzaf_4353573020896994594.plus.aac.p.m4a,,song,1440833543.0,Can't Buy Me Love,Can't Buy Me Love,https://music.apple.com/us/album/cant-buy-me-love/1440833098?i=1440833543&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,5.0,131213.0,True,,,,,,,,,,,,
139,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/penny-lane/1440833098?i=1440833911&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,,USA,USD,1967-02-13T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/93/02/1c/93021c9a-7a54-74e3-3025-23ab75e0d992/mzaf_10770005890871249126.plus.aac.p.m4a,,song,1440833911.0,Penny Lane,Penny Lane,https://music.apple.com/us/album/penny-lane/1440833098?i=1440833911&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,17.0,180520.0,True,,,,,,,,,,,,
140,track,136975.0,1440833098.0,The Beatles & Billy Preston,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/get-back/1440833098?i=1440834225&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,,USA,USD,1969-04-11T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/1f/9d/97/1f9d97a5-4d3f-4fe1-5405-b1e243d91b77/mzaf_5319495037726241061.plus.aac.p.m4a,,song,1440834225.0,Get Back,Get Back,https://music.apple.com/us/album/get-back/1440833098?i=1440834225&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,22.0,191773.0,True,,,,,,,,,,,The Beatles,
141,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/yellow-submarine/1440833098?i=1440833902&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,,USA,USD,1966-08-05T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/09/68/79/0968797d-9c3b-3943-f2b8-595e41c9e3af/mzaf_5921187992105309138.plus.aac.p.m4a,,song,1440833902.0,Yellow Submarine,Yellow Submarine,https://music.apple.com/us/album/yellow-submarine/1440833098?i=1440833902&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,15.0,158800.0,True,,,,,,,,,,,,
142,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/love-me-do/1440833098?i=1440833334&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,,USA,USD,1962-10-05T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/89/7f/80/897f8098-7d95-c360-db3b-478b4cc01710/mzaf_2082028778761707068.plus.aac.p.m4a,,song,1440833334.0,Love Me Do,Love Me Do,https://music.apple.com/us/album/love-me-do/1440833098?i=1440833334&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,1.0,140173.0,True,,,,,,,,,,,,
143,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/a-hard-days-night/1440833098?i=1440833544&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,,USA,USD,1964-07-10T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/1c/65/7a/1c657a2b-ee80-1495-a724-1a895a7d8976/mzaf_4024232323481877824.plus.aac.p.m4a,,song,1440833544.0,A Hard Day's Night,A Hard Day's Night,https://music.apple.com/us/album/a-hard-days-night/1440833098?i=1440833544&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,6.0,152920.0,True,,,,,,,,,,,,
144,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/hello-goodbye/1440833098?i=1440834221&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,,USA,USD,1967-11-24T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/6d/2a/28/6d2a282e-cc0c-4381-3dba-13260a65d055/mzaf_12450703631023838887.plus.aac.p.m4a,,song,1440834221.0,"Hello, Goodbye","Hello, Goodbye",https://music.apple.com/us/album/hello-goodbye/1440833098?i=1440834221&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,19.0,207787.0,True,,,,,,,,,,,,
145,track,137050.0,1404499304.0,John Scofield,Who's Who,Who's Who,https://music.apple.com/us/artist/john-scofield/137050?uo=4,https://music.apple.com/us/album/the-beatles/1404499304?i=1404499319&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/08/00/a3/0800a3c1-e76a-dc8d-f6a2-3e2ec9360a23/886446917139.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/08/00/a3/0800a3c1-e76a-dc8d-f6a2-3e2ec9360a23/886446917139.jpg/100x100bb.jpg,5.99,notExplicit,6.0,,USA,USD,1979-02-01T12:00:00Z,Jazz,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/08/fe/c7/08fec79c-fadb-050f-86f3-7c36cca606fb/mzaf_17059752722673676727.plus.aac.p.m4a,,song,1404499319.0,The Beatles,The Beatles,https://music.apple.com/us/album/the-beatles/1404499304?i=1404499319&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/08/00/a3/0800a3c1-e76a-dc8d-f6a2-3e2ec9360a23/886446917139.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,3.0,298667.0,True,,,,,,,,,,,,
146,audiobook,1069415389.0,1483869140.0,Peter Asher,The Beatles from A to Zed,The Beatles from A to Zed,https://books.apple.com/us/author/peter-asher/id1069415389?uo=4,https://books.apple.com/us/audiobook/the-beatles-from-a-to-zed/id1483869140?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/98/f4/f4/98f4f477-b35e-166f-1737-2ef2d5812dfa/9781250227843.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/98/f4/f4/98f4f477-b35e-166f-1737-2ef2d5812dfa/9781250227843.jpg/100x100bb.jpg,14.99,cleaned,1.0,,USA,USD,2019-10-29T07:00:00Z,Nonfiction,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview113/v4/eb/81/19/eb8119db-bcf8-04ea-730b-00e42511799c/mzaf_6629503441187320555.std.aac.p.m4a,"<b>This program is read by the author.<br /><br />A legendary record producer and performer takes listeners on an alphabetical journey of insights into the music of the Beatles and individual reminiscences of John, Paul, George, and Ringo.</b><br /><br />Peter Asher met the Beatles in the spring of 1963, the start of a lifelong association with the band and its members. He had a front-row seat as they elevated pop music into an art form, and he was present at the creation of some of the most iconic music of our times.<br /><br />But Asher was also a talented musician in his own right, with a great ear for what was new and fresh. Once, when Paul McCartney wrote a song that John Lennon didn’t think was right for the Beatles, Asher asked if he could record it. “A World Without Love” became a global number-one hit for his duo, Peter and Gordon. A few years later Asher was asked by Paul McCartney to help start Apple Records and the first artist Asher discovered and signed up was a young American singer-songwriter named James Taylor. Before long he would be not only managing and producing Taylor but also (having left Apple and moved to Los Angeles) working with Linda Ronstadt, Neil Diamond, Robin Williams, Joni Mitchell and Cher, among others. <br /><br /><i>In The Beatles from A to Zed</i>, based upon twenty-six episodes of his current and highly popular radio show “From Me to You” on the Beatles Channel of SiriusXM, Peter Asher shares his memories and insights about the Fab Four, weaving his reflections into a whimsical alphabetical journey that focuses not only on songs whose titles start with each letter, but also on recurrent themes in the Beatles’ music, the instruments they played, the innovations they pioneered, the artists who influenced them, the key people in their lives, and the cultural events of the time.",,,,,,,,,,,,,,,,,,,,,,,,,
147,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/day-tripper/1440833098?i=1440833893&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,,USA,USD,1965-12-03T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/10/d4/c1/10d4c1bc-fa3d-3033-df21-bd7861ec04ad/mzaf_13954047881164329982.plus.aac.p.m4a,,song,1440833893.0,Day Tripper,Day Tripper,https://music.apple.com/us/album/day-tripper/1440833098?i=1440833893&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,12.0,169000.0,True,,,,,,,,,,,,
148,track,136975.0,1441164426.0,The Beatles,Abbey Road (Remastered),Abbey Road (Remastered),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/here-comes-the-sun/1441164426?i=1441164589&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/df/db/61/dfdb615d-47f8-06e9-9533-b96daccc029f/18UMGIM31076.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/df/db/61/dfdb615d-47f8-06e9-9533-b96daccc029f/18UMGIM31076.rgb.jpg/100x100bb.jpg,12.99,notExplicit,17.0,,USA,USD,1969-09-26T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/e7/bf/a0/e7bfa041-6e35-be4e-276e-df489781b5d4/mzaf_1668350712755343495.plus.aac.p.m4a,,song,1441164589.0,Here Comes the Sun,Here Comes the Sun,https://music.apple.com/us/album/here-comes-the-sun/1441164426?i=1441164589&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/df/db/61/dfdb615d-47f8-06e9-9533-b96daccc029f/18UMGIM31076.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,7.0,185733.0,True,,,,,,,,,,,,
149,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/we-can-work-it-out/1440833098?i=1440833897&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,,USA,USD,1965-12-03T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/fd/e0/42/fde0423f-16c9-5354-6ff0-8756253c283c/mzaf_15874297055053192155.plus.aac.p.m4a,,song,1440833897.0,We Can Work It Out,We Can Work It Out,https://music.apple.com/us/album/we-can-work-it-out/1440833098?i=1440833897&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,13.0,135693.0,True,,,,,,,,,,,,
150,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/eight-days-a-week/1440833098?i=1440833549&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,,USA,USD,1964-12-04T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/ac/ef/c1/acefc108-3010-d215-c531-39c904beeb2e/mzaf_12463279390006394120.plus.aac.p.m4a,,song,1440833549.0,Eight Days a Week,Eight Days a Week,https://music.apple.com/us/album/eight-days-a-week/1440833098?i=1440833549&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,8.0,163320.0,True,,,,,,,,,,,,
151,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/all-you-need-is-love/1440833098?i=1440833920&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,,USA,USD,1967-07-07T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/cb/cc/26/cbcc2680-974e-c71a-cf19-3376da4ced21/mzaf_15580071871227064026.plus.aac.p.m4a,,song,1440833920.0,All You Need Is Love,All You Need Is Love,https://music.apple.com/us/album/all-you-need-is-love/1440833098?i=1440833920&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,-1.0,notExplicit,1.0,1.0,18.0,227760.0,True,,,,,,,,,,,,
152,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/she-loves-you/1440833098?i=1440833539&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,,USA,USD,1963-08-23T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/4c/de/0b/4cde0b78-9f14-d4d7-8f4c-2c48f7b4605d/mzaf_14823139095426260158.plus.aac.p.m4a,,song,1440833539.0,She Loves You,She Loves You,https://music.apple.com/us/album/she-loves-you/1440833098?i=1440833539&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,3.0,140920.0,True,,,,,,,,,,,,
153,audiobook,270708576.0,338505525.0,Alan Clayson,George Harrison,George Harrison,https://books.apple.com/us/author/alan-clayson/id270708576?uo=4,https://books.apple.com/us/audiobook/george-harrison/id338505525?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music/7f/47/2a/mzi.mactdqeb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music/7f/47/2a/mzi.mactdqeb.jpg/100x100bb.jpg,7.99,cleaned,1.0,© 2007 Music Sales Corporation,USA,USD,2007-12-12T08:00:00Z,Biographies & Memoirs,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview123/v4/0e/34/40/0e344038-389a-7b12-7d24-d6da0ea06d7c/mzaf_7683800266064038765.std.aac.p.m4a,"Often overlooked as a songwriter, despite penning The Beatles' standards ""Something"" and ""Here Comes the Sun"", and being the first of the four to release solo material, George Harrison embraced fame reluctantly, retiring from public life after the assassination of John Lennon. Launching a spectacular late-1980s comeback with The Traveling Wilburys, he returned as a household name for a new generation with the Anthology projects and 2000's best-selling <i>1</i> album.<br />This abridged version of <i>George Harrison</i> chronicles the life of  ""the quiet one"" right up to his recent unsuccessful battle with cancer.",,,,,,,,,,,,,,,,,,,,,,,,,170505.0
